-0.39859,-0.04055,-0.026861,-0.71338,0.36358,-0.10101,0.52038,0.29713,1.1226,0.021135,-0.56602,-0.65696,-0.3512,-1.411,-1.2374,-0.64985,-0.40194,-0.5828,0.011584,-0.31733,-0.11931,-0.45792,-0.8561,-0.49204,-0.017652,-0.24604,0.033564,0.48053,0.15411,-0.88439,-1.7467,-0.83776,0.45944,1.5199,1.7795,1.7638,1.2729,1.268,0.84642,-0.20601,-1.3924,0.030266,0.2587,1.5869,0.441,-0.16449,-0.19957,0.68693,-0.37906,0.8764,0.59385,-1.1127,-0.59617,0.67926,-0.29493,1.4781,1.7595,0.069702,0.17126,-0.65736
0.70184,0.42062,1.0531,0.32255,0.7758,2.6009,1.519,2.5049,1.3152,0.58729,1.9275,2.8912,2.9696,2.9374,2.0747,2.4325,2.2149,1.6636,1.1535,0.83286,-0.34078,-0.85615,-1.0044,-1.1762,-1.4307,-1.6013,-1.5267,-1.7595,-0.83153,-1.7129,-0.58729,-0.6769,-1.0596,-0.73141,-1.011,0.12628,0.082085,-1.0985,-0.71229,-0.63924,-0.71212,-1.3038,-0.76581,-0.38468,-0.89121,-1.0477,-0.79874,-0.27595,-0.30675,-1.0482,-0.29719,-0.52109,-0.25624,-0.84112,0.015466,1.8965,1.0682,-0.47127,-0.44348,-0.41884
-0.12892,0.59962,1.7193,1.1694,0.39958,2.0883,1.964,2.8455,3.225,3.0587,2.9938,3.2539,1.9941,1.4314,1.5952,1.3523,0.98574,1.1577,1.5043,1.1378,0.73051,0.19315,-0.87009,-1.2875,-0.58109,-1.933,-0.79442,0.67151,-0.16014,1.2252,1.6203,0.30698,-1.1187,-0.57227,0.1182,-0.30496,1.0328,1.5774,1.0634,0.89943,1.0253,-0.11612,-0.24204,0.060957,0.091459,-1.0679,0.142,-0.27275,-1.0827,-0.71892,-1.0633,1.0151,0.83436,-0.19736,1.2288,2.8204,4.1102,1.3062,0.25215,0.25696
-0.83354,-0.64735,0.48058,-0.71768,-0.9847,-1.1466,-0.19335,-0.084543,-0.99844,-0.609,-1.1146,-0.36425,-1.8083,-0.42845,-0.71705,-0.71088,-1.3148,-0.85734,-0.38301,-0.63105,-1.2992,-0.99762,-0.36524,-0.78646,-1.4756,-0.70172,-0.7187,-1.8636,-1.8026,-1.0194,0.56789,1.3832,0.94319,-0.2315,0.010531,-0.3167,0.73774,2.5437,3.3148,3.3891,1.8868,1.3175,0.5357,0.79619,1.5318,1.5288,1.6451,1.0602,0.44977,0.65686,0.6688,-0.13703,-1.0069,0.55598,-0.11152,-0.16067,-0.48746,-0.54855,-0.63762,1.0321
2.0459,0.85448,0.11106,-0.31148,-0.29166,-0.67118,-0.013702,1.3141,1.5069,1.768,1.3503,1.035,1.0804,0.71094,0.64548,0.66243,1.1932,0.63848,-1.1691,-0.37862,-0.75348,-0.76236,-0.29569,-0.55519,-1.4671,-1.987,-0.010807,1.29,0.35016,-0.49163,0.027218,0.50113,-0.62524,-1.3195,-0.76205,0.1259,0.40262,-0.084317,-0.216,-0.38177,-0.53387,-0.20087,-0.44493,-0.97512,-0.84438,-0.80508,-0.9977,-1.3286,-0.80461,-1.158,-0.039035,-1.0712,-0.75197,-0.060386,0.24121,-1.1718,-0.1072,-0.48673,0.44628,0.57499
-0.024529,0.20824,-0.4198,-0.78431,-0.66248,-0.094242,-0.02665,0.56958,0.2745,0.71153,0.47313,1.2478,2.5609,3.1812,3.3092,2.6663,2.0283,1.7213,0.84728,-0.19359,-1.5579,-0.88234,-0.23174,-1.612,-1.9235,-0.51287,-0.66456,-1.345,-1.2528,-0.33625,0.25012,0.18177,-0.42283,-0.79325,-0.97198,-0.37577,0.070414,0.35752,0.39985,0.10295,-0.10842,-0.078785,-1.2536,-0.67728,-0.51463,-0.38623,-0.69179,-0.67328,-0.71004,-0.90187,-0.47206,-0.92591,-1.3185,-0.97809,-1.1274,0.11826,-0.36647,-0.81131,-0.45966,-0.061063
0.11031,1.7343,2.297,1.8679,1.6597,1.1239,-0.78732,0.062253,0.25592,1.0642,-0.43264,-1.3166,-1.5749,0.47808,1.0792,0.71143,0.37552,-0.099867,-1.1722,-0.53206,0.63316,1.3648,1.1673,-0.48827,-0.60681,-0.072784,-0.53267,-0.63715,-1.7664,-1.6581,0.35807,0.90631,-0.58456,-0.9338,-0.3692,0.4977,1.0483,0.41622,1.1157,1.6909,1.2416,-0.24058,-0.36579,-0.29391,-0.44076,-0.75357,-0.11561,0.2127,-0.034178,-0.33107,0.28574,0.69336,1.9958,0.29574,-0.32315,0.9725,0.23849,0.98163,-0.70233,0.75388
0.98891,0.49647,1.0505,-0.47267,0.7308,-0.20929,-0.30826,-0.86315,-0.2661,0.56199,0.33297,0.41678,-0.053953,0.50787,1.18,0.25409,-0.58512,-1.2711,0.63099,1.4359,0.67544,-0.34811,0.1356,1.0235,0.35062,0.51484,0.75327,-0.35804,-1.4376,-2.132,-1.7415,-1.7663,-1.5409,-0.011387,-0.10022,-1.0595,-0.71821,0.25047,0.5174,-0.31684,-1.0178,-0.34786,-0.4219,-0.52798,0.11454,0.56271,-0.11446,-1.0578,-0.65163,-0.19203,-0.90509,-0.55223,0.18283,-0.88221,0.39641,0.25773,0.1175,-0.50218,-0.50819,-0.23995
-0.29855,-0.028414,0.11887,-0.13739,-0.18905,-0.76931,-0.75171,-1.4679,-0.9258,-0.4431,-0.90738,-0.60555,0.78031,0.38445,-0.72484,-1.1386,-1.4453,-0.27805,0.91201,1.6351,1.4395,1.0346,0.096832,-1.0207,-1.3801,0.15485,1.0541,0.17402,-0.6513,-1.9095,-0.95226,-0.13806,-0.4853,-0.31453,-0.19979,-0.62944,-0.48979,-0.31486,-0.79267,-0.17915,-0.1955,-0.61811,-0.24779,-0.78156,-0.65115,-0.25035,0.26965,0.40015,0.71678,1.718,-0.83014,0.11208,0.29614,0.4875,-0.49246,-0.57907,-0.22819,0.20881,-0.33024,-0.85613
-0.55517,-0.64128,-0.23764,-1.0078,-1.0171,-0.63396,-0.26132,-0.7645,-0.69098,-1.3626,-1.1749,-1.0325,-1.0407,-1.262,-1.4623,-1.1399,-0.50586,-0.49294,-0.70163,-0.49399,-0.0087662,0.55074,1.0925,1.2515,1.0014,0.2303,0.51594,0.8292,0.36972,0.49229,0.36648,0.25539,-0.51871,-1.6114,-1.4208,-1.0376,-0.85201,-0.95109,-1.287,-1.4889,-1.3281,-0.80718,-0.62479,-0.56774,-1.0554,-0.68563,-0.41118,-0.64284,-1.1884,-0.045667,-0.35548,-0.45881,1.6417,0.9532,-0.12563,-0.24784,-0.79858,-0.68766,-0.37877,-0.49835
