-0.89767,1.0286,-1.3368,-1.3086
-1.1392,-0.12454,-1.3368,-1.3086
-1.3807,0.33672,-1.3935,-1.3086
-1.5015,0.10609,-1.2801,-1.3086
-1.0184,1.2592,-1.3368,-1.3086
-0.53538,1.9511,-1.1668,-1.0465
-1.5015,0.79798,-1.3368,-1.1776
-1.0184,0.79798,-1.2801,-1.3086
-1.743,-0.35517,-1.3368,-1.3086
-1.1392,0.10609,-1.2801,-1.4396
-0.53538,1.4899,-1.2801,-1.3086
-1.26,0.79798,-1.2234,-1.3086
-1.26,-0.12454,-1.3368,-1.4396
-1.8638,-0.12454,-1.5068,-1.4396
-0.052331,2.1818,-1.4501,-1.3086
-0.17309,3.1043,-1.2801,-1.0465
-0.53538,1.9511,-1.3935,-1.0465
-0.89767,1.0286,-1.3368,-1.1776
-0.17309,1.7205,-1.1668,-1.1776
-0.89767,1.7205,-1.2801,-1.1776
-0.53538,0.79798,-1.1668,-1.3086
-0.89767,1.4899,-1.2801,-1.0465
-1.5015,1.2592,-1.5635,-1.3086
-0.89767,0.56735,-1.1668,-0.91549
-1.26,0.79798,-1.0534,-1.3086
-1.0184,-0.12454,-1.2234,-1.3086
-1.0184,0.79798,-1.2234,-1.0465
-0.77691,1.0286,-1.2801,-1.3086
-0.77691,0.79798,-1.3368,-1.3086
-1.3807,0.33672,-1.2234,-1.3086
-1.26,0.10609,-1.2234,-1.3086
-0.53538,0.79798,-1.2801,-1.0465
-0.77691,2.4124,-1.2801,-1.4396
-0.41462,2.643,-1.3368,-1.3086
-1.1392,0.10609,-1.2801,-1.4396
-1.0184,0.33672,-1.4501,-1.3086
-0.41462,1.0286,-1.3935,-1.3086
-1.1392,0.10609,-1.2801,-1.4396
-1.743,-0.12454,-1.3935,-1.3086
-0.89767,0.79798,-1.2801,-1.3086
-1.0184,1.0286,-1.3935,-1.1776
-1.6223,-1.739,-1.3935,-1.1776
-1.743,0.33672,-1.3935,-1.3086
-1.0184,1.0286,-1.2234,-0.78446
-0.89767,1.7205,-1.0534,-1.0465
-1.26,-0.12454,-1.3368,-1.1776
-0.89767,1.7205,-1.2234,-1.3086
-1.5015,0.33672,-1.3368,-1.3086
-0.65615,1.4899,-1.2801,-1.3086
-1.0184,0.56735,-1.3368,-1.3086
1.3968,0.33672,0.53351,0.26382
0.67225,0.33672,0.42016,0.39485
1.2761,0.10609,0.64686,0.39485
-0.41462,-1.739,0.13678,0.13278
0.79301,-0.5858,0.47683,0.39485
-0.17309,-0.5858,0.42016,0.13278
0.55149,0.56735,0.53351,0.52588
-1.1392,-1.5083,-0.25995,-0.26032
0.91378,-0.35517,0.47683,0.13278
-0.77691,-0.81643,0.080102,0.26382
-1.0184,-2.4308,-0.1466,-0.26032
0.068433,-0.12454,0.25013,0.39485
0.1892,-1.9696,0.13678,-0.26032
0.30996,-0.35517,0.53351,0.26382
-0.29386,-0.35517,-0.089926,0.13278
1.0345,0.10609,0.36348,0.26382
-0.29386,-0.12454,0.42016,0.39485
-0.052331,-0.81643,0.19345,-0.26032
0.43072,-1.9696,0.42016,0.39485
-0.29386,-1.2777,0.080102,-0.12929
0.068433,0.33672,0.59018,0.78795
0.30996,-0.5858,0.13678,0.13278
0.55149,-1.2777,0.64686,0.39485
0.30996,-0.5858,0.53351,0.0017471
0.67225,-0.35517,0.30681,0.13278
0.91378,-0.12454,0.36348,0.26382
1.1553,-0.5858,0.59018,0.26382
1.0345,-0.12454,0.70354,0.65692
0.1892,-0.35517,0.42016,0.39485
-0.17309,-1.0471,-0.1466,-0.26032
-0.41462,-1.5083,0.023426,-0.12929
-0.41462,-1.5083,-0.03325,-0.26032
-0.052331,-0.81643,0.080102,0.0017471
0.1892,-0.81643,0.76021,0.52588
-0.53538,-0.12454,0.42016,0.39485
0.1892,0.79798,0.42016,0.52588
1.0345,0.10609,0.53351,0.39485
0.55149,-1.739,0.36348,0.13278
-0.29386,-0.12454,0.19345,0.13278
-0.41462,-1.2777,0.13678,0.13278
-0.41462,-1.0471,0.36348,0.0017471
0.30996,-0.12454,0.47683,0.26382
-0.052331,-1.0471,0.13678,0.0017471
-1.0184,-1.739,-0.25995,-0.26032
-0.29386,-0.81643,0.25013,0.13278
-0.17309,-0.12454,0.25013,0.0017471
-0.17309,-0.35517,0.25013,0.13278
0.43072,-0.35517,0.30681,0.13278
